time	low	high	open	close	volume
1498629600	2500.63	2520.3	2512.75	2517.66	3106.48
1498633200	2516.95	2543.42	2517.66	2543.42	3590.29
1498636800	2510.27	2549.0	2543.42	2523.11	4262.49
1498640400	2520.63	2552.4	2523.11	2552.22	3606.56
1498644000	2535.06	2561.71	2552.22	2542.13	3577.52
1498647600	2528.56	2554.92	2542.13	2554.58	3073.69
1498651200	2547.72	2568.27	2554.58	2561.14	4807.77
1498654800	2557.01	2589.19	2561.14	2585.69	7742.71
1498658400	2560.4	2589.55	2585.69	2564.27	6499.61
1498662000	2556.62	2580.79	2564.27	2567.21	4312.19
1498665600	2538.42	2570.51	2567.21	2557.4	3989.28
1498669200	2554.43	2576.52	2557.4	2568.09	4489.58
1498672800	2557.94	2570.94	2568.09	2563.73	2226.97
1498676400	2558.89	2578.67	2563.73	2578.61	3285.09
1498680000	2574.43	2611.33	2578.61	2608.79	8682.87
1498683600	2594.4	2616.95	2608.79	2611.84	7261.21
1498687200	2560.07	2612.85	2611.84	2581.14	5576.44
1498690800	2573.49	2593.5	2581.14	2577.74	3209.95
1498694400	2568.1	2584.03	2577.74	2570.84	2812.28
1498698000	2562.36	2585.64	2570.84	2579.6	3032.08
1498701600	2568.15	2584.86	2579.6	2572.84	1911.81
1498705200	2570.21	2588.77	2572.84	2588.15	1766.47
1498708800	2583.81	2593.68	2588.15	2586.37	1863.7
1498712400	2572.77	2587.34	2586.37	2572.9	1817.13
1498716000	2572.07	2590.55	2572.9	2586.04	1492.76
1498719600	2580.9	2587.85	2586.04	2584.13	1597.14
1498723200	2583.39	2595.33	2584.13	2593.47	2782.93
1498726800	2578.82	2598.11	2593.47	2580.65	3609.38
1498730400	2538.76	2582.04	2580.65	2557.83	8216.67
1498734000	2537.37	2559.57	2557.83	2556.57	4807.78
1498737600	2526.51	2557.46	2556.57	2529.72	3846.1
1498741200	2527.15	2555.34	2529.72	2552.09	3462.5
1498744800	2548.4	2567.06	2552.09	2566.28	2684.94
1498748400	2565.75	2576.81	2566.28	2572.07	3262.99
1498752000	2570.59	2597.24	2572.07	2593.26	3371.18
1498755600	2591.94	2605.86	2593.26	2602.09	4831.47
1498759200	2579.53	2602.75	2602.09	2590.03	3461.22
1498762800	2580.28	2591.06	2590.03	2587.36	2998.37
1498766400	2572.09	2589.13	2587.36	2582.52	3559.64
1498770000	2566.59	2587.25	2582.52	2576.39	2926.76
1498773600	2563.86	2578.44	2576.39	2565.01	2497.61
1498777200	2550.4	2576.6	2565.01	2558.37	2711.01
1498780800	2557.34	2569.75	2558.37	2566.0	1419.94
1498784400	2557.5	2568.15	2566.0	2560.09	1545.15
1498788000	2538.84	2562.51	2560.09	2543.38	2614.51
1498791600	2524.68	2547.67	2543.38	2538.42	3962.43
1498795200	2533.1	2552.6	2538.42	2547.87	2362.21
1498798800	2529.21	2548.46	2547.87	2534.32	2213.68
1498802400	2531.76	2546.1	2534.32	2539.77	1529.93
1498806000	2525.16	2539.82	2539.77	2530.29	2183.31
1498809600	2530.28	2541.75	2530.29	2540.11	1906.24
1498813200	2539.22	2551.24	2540.11	2543.06	2292.26
1498816800	2541.42	2557.55	2543.06	2557.55	2355.35
1498820400	2556.81	2576.28	2557.55	2567.46	3956.64
1498824000	2537.64	2568.88	2567.46	2537.64	2517.91
1498827600	2518.9	2547.92	2537.64	2520.39	3746.7
1498831200	2520.25	2535.95	2520.39	2534.83	3198.32
1498834800	2534.78	2554.24	2534.83	2544.47	3423.79
1498838400	2541.42	2546.27	2544.47	2545.16	2264.05
1498842000	2543.18	2553.62	2545.16	2553.3	2781.81
1498845600	2546.24	2554.45	2553.3	2548.31	2057.93
1498849200	2519.72	2549.88	2548.31	2532.7	4145.13
1498852800	2526.78	2535.59	2532.7	2532.07	4441.38
1498856400	2495.92	2535.4	2532.07	2496.27	5674.33
1498860000	2478.03	2510.7	2496.27	2478.03	5411.62
1498863600	2469.54	2484.14	2478.03	2480.61	4996.99
1498867200	2480.42	2495.16	2480.61	2488.55	1985.92
