time	low	high	open	close	volume
1498323600	314.75	317.05	315.64	316.19	11845.56
1498327200	308.16	316.38	316.19	309.0	33372.65
1498330800	300.02	311.63	309.0	300.51	43529.28
1498334400	298.73	312.32	300.51	311.36	47153.01
1498338000	308.4	312.69	311.36	309.74	15718.58
1498341600	303.62	310.12	309.74	304.75	12960.21
1498345200	303.2	310.0	304.75	304.54	18532.91
1498348800	297.77	305.03	304.54	298.36	19681.62
1498352400	293.07	300.02	298.36	298.08	46852.59
1498356000	297.99	304.07	298.08	303.77	22532.18
1498359600	299.67	303.94	303.77	302.59	13643.27
1498363200	302.08	306.95	302.59	306.68	12370.35
1498366800	306.46	309.98	306.68	309.78	9798.54
1498370400	306.5	309.79	309.78	308.72	10637.75
1498374000	304.39	309.0	308.72	304.89	9886.99
1498377600	303.38	305.4	304.89	305.04	10118.61
1498381200	304.68	307.21	305.04	307.21	6241.25
1498384800	305.31	307.83	307.21	306.96	5565.05
1498388400	299.97	309.94	306.96	302.16	18935.7
1498392000	299.87	306.92	302.16	304.01	11775.59
1498395600	302.06	305.15	304.01	302.36	10417.9
1498399200	295.57	302.36	302.36	296.18	19855.81
1498402800	290.7	296.94	296.18	294.78	36380.74
1498406400	294.62	299.27	294.78	297.95	13292.04
1498410000	294.73	298.0	297.95	295.28	12891.05
1498413600	283.12	295.38	295.28	283.57	54369.36
1498417200	262.01	283.91	283.57	271.41	105092.49
1498420800	266.29	282.72	271.41	266.31	62713.32
1498424400	255.29	272.28	266.31	256.77	117303.77
1498428000	253.3	277.45	256.77	271.98	119608.98
1498431600	270.38	280.06	271.98	279.36	44797.5
1498435200	270.85	283.39	279.36	282.64	40318.1
1498438800	280.69	293.55	282.64	293.42	44594.38
1498442400	281.67	293.55	293.42	285.04	43920.47
1498446000	283.06	288.14	285.04	287.53	23413.89
1498449600	276.55	288.58	287.53	276.79	28368.21
1498453200	272.36	282.38	276.79	272.36	27845.42
1498456800	265.52	272.49	272.36	265.52	38509.22
1498460400	260.37	268.26	265.52	262.35	43927.98
1498464000	251.71	263.65	262.35	251.9	52592.11
1498467600	249.66	267.16	251.9	266.22	71767.72
1498471200	258.23	266.56	266.22	258.94	48895.14
1498474800	257.76	264.35	258.94	261.28	39593.39
1498478400	258.16	265.55	261.28	264.37	31302.25
1498482000	261.2	266.56	264.37	266.18	30222.04
1498485600	253.41	266.31	266.18	253.68	43136.45
1498489200	233.9	253.89	253.68	236.2	137208.33
1498492800	228.61	240.61	236.2	240.21	137392.91
1498496400	231.9	242.44	240.21	233.58	82559.44
1498500000	213.04	235.13	233.58	218.76	172932.27
1498503600	218.76	228.77	218.76	221.36	124075.37
1498507200	209.55	234.99	221.36	233.44	183897.6
1498510800	232.74	252.77	233.44	244.62	167977.29
1498514400	236.57	249.11	244.62	248.44	86651.45
1498518000	248.22	260.69	248.44	253.68	117166.71
1498521600	242.16	253.73	253.68	249.24	63156.6
1498525200	247.3	251.66	249.24	251.31	28363.23
1498528800	250.4	256.97	251.31	256.59	25538.6
1498532400	254.06	257.73	256.59	256.89	25225.85
1498536000	247.99	257.52	256.89	252.87	30530.66
1498539600	250.92	254.1	252.87	250.96	18368.94
1498543200	236.14	251.46	250.96	239.92	46587.73
1498546800	231.73	240.23	239.92	234.88	45499.29
1498550400	234.18	243.3	234.88	238.6	26281.13
1498554000	234.46	244.0	238.6	240.51	23283.41
1498557600	237.89	245.23	240.51	237.89	19512.31
1498561200	233.63	239.83	237.89	233.63	34923.95
1498564800	227.3	235.4	233.63	229.81	43475.58
1498568400	218.24	230.13	229.81	220.68	62526.79
1498572000	211.47	229.24	220.68	219.16	152942.25
1498575600	218.07	229.53	219.16	229.34	76697.73
1498579200	221.62	231.01	229.34	225.36	57665.36
1498582800	221.34	233.9	225.36	233.84	45703.68
1498586400	228.0	239.33	233.84	239.07	61550.98
1498590000	238.97	255.35	239.07	252.72	131887.19
1498593600	249.65	266.17	252.72	265.79	97119.73
1498597200	257.04	266.78	265.79	261.03	87008.66
1498600800	256.71	279.43	261.03	279.35	119809.7
1498604400	272.32	286.64	279.35	286.14	101363.07
1498608000	270.74	286.5	286.14	270.74	66283.61
1498611600	260.89	275.26	270.74	261.09	80297.58
1498615200	261.08	268.84	261.09	263.47	29063.23
1498618800	263.33	281.33	263.47	278.29	58262.18
1498622400	270.45	279.39	278.29	271.06	36940.95
1498626000	265.16	273.09	271.06	269.94	32448.12
1498629600	267.43	274.59	269.94	273.77	28875.91
1498633200	273.35	281.27	273.77	280.49	28368.76
1498636800	274.81	286.01	280.49	283.97	44766.83
1498640400	281.81	286.93	283.97	284.42	31698.23
1498644000	283.31	288.24	284.42	284.47	23022.34
1498647600	279.91	287.01	284.47	287.01	21997.6
1498651200	287.01	292.58	287.01	292.06	44421.93
1498654800	292.06	306.99	292.06	303.28	110984.45
1498658400	293.01	306.34	303.28	295.8	86324.65
1498662000	295.45	302.51	295.8	296.79	47973.9
1498665600	289.15	297.64	296.79	295.41	51663.43
1498669200	295.09	302.87	295.41	301.23	49653.64
1498672800	297.76	302.52	301.23	299.33	31235.39
1498676400	298.31	307.89	299.33	307.86	47348.79
1498680000	307.13	316.93	307.86	316.93	96521.0
1498683600	316.69	323.87	316.93	322.33	82370.63
1498687200	308.99	323.04	322.33	316.58	88036.46
1498690800	315.18	321.65	316.58	315.86	39127.62
1498694400	313.62	317.97	315.86	314.34	26098.7
1498698000	310.42	317.73	314.34	316.85	37883.23
1498701600	312.78	316.93	316.85	314.06	15059.35
1498705200	312.47	317.05	314.06	316.62	14074.58
1498708800	316.34	322.28	316.62	319.51	32190.38
1498712400	317.25	321.5	319.51	318.26	22458.89
1498716000	317.51	319.7	318.26	318.87	14926.76
1498719600	316.01	319.6	318.87	316.01	20641.66
1498723200	302.3	316.37	316.01	309.93	61841.11
1498726800	301.48	312.39	309.93	301.48	33207.49
1498730400	285.89	302.61	301.48	296.63	127647.65
1498734000	289.61	303.87	296.63	303.02	58314.76
1498737600	295.63	305.78	303.02	298.99	37286.98
1498741200	298.78	305.62	298.99	303.11	28635.62
1498744800	297.87	304.36	303.11	298.04	29172.17
1498748400	296.2	302.67	298.04	300.95	26488.94
1498752000	298.64	304.33	300.95	303.77	21110.53
1498755600	303.5	311.2	303.77	308.82	44952.24
1498759200	302.74	308.82	308.82	305.57	26691.22
1498762800	300.01	305.57	305.57	300.26	26680.74
1498766400	297.99	303.66	300.26	302.81	37618.52
1498770000	299.0	303.86	302.81	299.36	26406.5
1498773600	296.89	299.54	299.36	297.23	23876.04
1498777200	291.19	297.42	297.23	292.9	35874.26
1498780800	292.33	296.83	292.9	295.97	14906.32
1498784400	290.67	296.54	295.97	291.2	28149.39
1498788000	287.27	291.55	291.2	287.32	24430.78
1498791600	284.01	290.55	287.32	289.75	43089.33
1498795200	289.17	295.43	289.75	289.55	22860.85
1498798800	285.81	290.74	289.55	290.18	19912.05
1498802400	290.0	294.34	290.18	291.85	14411.67
1498806000	290.62	292.97	291.85	290.81	11577.2
1498809600	290.75	296.37	290.81	296.23	17483.61
1498813200	294.88	296.69	296.23	296.62	14705.14
1498816800	296.55	302.85	296.62	302.77	25286.61
1498820400	301.92	305.3	302.77	304.64	29414.26
1498824000	295.55	304.88	304.64	296.04	28878.0
1498827600	288.59	297.15	296.04	289.44	41089.21
1498831200	289.07	294.66	289.44	294.47	26231.27
1498834800	293.29	296.82	294.47	293.44	19209.45
1498838400	291.93	294.25	293.44	293.2	20762.19
1498842000	292.8	294.52	293.2	294.35	12273.13
1498845600	291.13	294.64	294.35	291.49	12084.15
1498849200	283.55	291.49	291.49	288.22	55067.82
1498852800	282.41	288.27	288.22	284.85	33735.99
1498856400	274.92	287.3	284.85	275.1	64693.79
1498860000	270.81	279.03	275.1	271.02	77976.09
1498863600	270.43	282.89	271.02	280.68	57270.22
1498867200	275.47	281.75	280.68	277.66	30164.91
1498870800	271.59	279.82	277.66	273.35	33327.58
1498874400	270.16	275.15	273.35	275.15	37107.51
1498878000	271.11	275.39	275.15	271.16	25242.37
1498881600	270.96	274.44	271.16	274.16	23411.64
1498885200	267.72	274.2	274.16	267.72	27255.93
1498888800	263.56	268.15	267.72	266.06	44559.73
1498892400	263.91	273.17	266.06	271.49	33489.83
1498896000	270.39	273.75	271.49	272.4	20698.88
1498899600	272.17	281.81	272.4	281.51	30472.01
1498903200	275.67	281.73	281.51	279.49	24433.12
1498906800	272.36	280.32	279.49	273.74	20941.44
1498910400	271.1	274.46	273.74	274.35	19389.64
1498914000	266.83	274.77	274.35	268.9	28627.72
1498917600	265.1	269.49	268.9	265.58	30839.96
1498921200	265.07	272.68	265.58	272.49	35197.93
1498924800	267.36	272.58	272.49	268.01	21367.95
1498928400	261.97	268.17	268.01	263.78	43552.24
1498932000	254.11	265.81	263.78	258.45	74944.33
1498935600	253.18	259.94	258.45	257.48	70774.08
1498939200	256.08	261.29	257.48	256.08	35348.54
1498942800	253.26	258.21	256.08	255.3	41756.76
1498946400	255.02	262.32	255.3	262.32	25436.18
1498950000	259.12	264.3	262.32	261.0	33693.44
1498953600	257.66	261.91	261.0	259.15	18236.33
1498957200	258.01	261.65	259.15	261.38	14760.27
1498960800	254.19	261.38	261.38	254.9	23058.81
1498964400	254.9	256.44	254.9	255.66	11643.45
1498968000	255.05	256.64	255.66	256.29	13662.21
1498971600	256.11	261.86	256.29	261.69	31087.2
1498975200	259.18	261.94	261.69	259.64	14518.62
1498978800	259.14	264.97	259.64	264.96	20720.54
1498982400	264.94	273.38	264.96	272.57	51507.93
1498986000	266.4	272.9	272.57	267.38	30051.89
1498989600	261.9	267.69	267.38	263.06	21764.61
1498993200	261.19	267.77	263.06	267.18	21608.7
1498996800	263.12	267.95	267.18	264.29	17771.15
1499000400	261.15	265.44	264.29	261.15	21274.76
1499004000	259.11	263.07	261.15	262.7	27553.48
1499007600	262.25	265.84	262.7	265.84	27519.27
1499011200	265.52	270.44	265.84	270.26	35194.23
1499014800	270.1	279.69	270.26	279.42	74245.11
1499018400	277.56	286.49	279.42	277.57	61508.86
1499022000	276.09	281.81	277.57	279.97	28841.42
1499025600	279.96	282.72	279.97	281.2	17777.75
1499029200	281.2	292.06	281.2	291.81	61886.75
1499032800	285.07	293.3	291.81	285.61	40046.35
1499036400	283.46	288.58	285.61	283.99	18789.9
1499040000	278.55	284.25	283.99	282.22	31112.67
1499043600	275.58	282.22	282.22	277.81	27090.48
1499047200	275.18	280.84	277.81	280.52	16082.82
1499050800	277.75	281.09	280.77	278.6	12059.98
1499054400	277.34	280.73	278.6	279.99	21128.9
1499058000	278.25	283.18	279.99	280.78	21674.76
1499061600	277.43	281.15	280.78	278.08	18017.26
1499065200	275.32	279.15	278.08	275.32	19478.87
1499068800	272.64	276.35	275.32	275.52	20299.7
1499072400	273.25	275.64	275.52	274.26	14542.92
1499076000	274.2	277.19	274.26	277.15	13231.87
1499079600	274.43	277.36	277.15	276.34	18394.71
1499083200	275.19	277.34	276.34	276.14	26223.13
1499086800	275.06	283.55	276.14	282.41	50235.98
1499090400	277.79	284.31	282.41	279.91	41901.62
1499094000	277.54	281.33	279.91	281.2	18203.43
1499097600	279.74	282.4	281.2	280.93	19316.11
1499101200	280.6	282.13	280.93	280.89	18049.03
1499104800	277.69	280.96	280.89	278.09	18161.78
1499108400	276.95	279.74	278.09	279.4	17375.24
1499112000	278.88	280.0	279.4	279.47	12914.88
1499115600	278.25	280.11	279.47	280.09	14136.87
1499119200	277.55	280.33	280.09	277.61	17348.97
