	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_doc_topic_prior	param_learning_decay	param_n_components	param_topic_word_prior	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	2.0170026302337645	0.03741550737203571	0.07639555931091309	0.008662589538308011	0.839361047440404	0.8212949650754298	6	0.564190131926705	{'doc_topic_prior': 0.839361047440404, 'learning_decay': 0.8212949650754298, 'n_components': 6, 'topic_word_prior': 0.564190131926705}	-256275.04843016082	-332980.2955978812	-339697.7831902633	-252611.54220866307	-294396.5861029371	-295192.25110598106	36706.88548415127	1
1	1.9184665203094482	0.026444200509169142	0.06741962432861329	0.0016203758946394715	0.9012077155645184	0.20318733949715184	12	0.27650064004349884	{'doc_topic_prior': 0.9012077155645184, 'learning_decay': 0.20318733949715184, 'n_components': 12, 'topic_word_prior': 0.27650064004349884}	-274376.74411388	-350654.89200577175	-358775.20342676085	-271433.3904172668	-313273.76952689944	-313702.79989811574	36688.974854704364	2
